	Espece	File	Name	Category	URL
281	chien	32	Griffon bleu de Gascogne	Groupe 6	https://i.imgur.com/qEPYbiD.jpg
282	chien	80	Griffon bruxellois	Groupe 9	https://i.imgur.com/axfPOzx.jpg
283	chien	66	Griffon fauve de Bretagne	Groupe 6	https://i.imgur.com/1jTzF9V.jpg
284	chien	107	Korthals	Groupe 7	https://i.imgur.com/EfhPNLC.jpg
285	chien	17	Griffon Nivernais	Groupe 6	https://i.imgur.com/DpvdhbL.jpg
286	chien	295	Harrier	Groupe 6	https://i.imgur.com/ynsZTBe.jpg
287	chien	261	Hokkaïdo Ken	Groupe 5	https://i.imgur.com/j0ACjIA.jpg
288	chien	308	Smous des Pays-Bas	Groupe 2	https://i.imgur.com/aODC4Ll.jpg
289	chien	190	Hovawart	Groupe 2	https://i.imgur.com/WhsbhSv.jpg
290	chien	120	Setter Irlandais	Groupe 7	https://i.imgur.com/HcenApT.jpg
291	chien	124	Épagneul d'Eau Irlandais	Groupe 8	https://i.imgur.com/g5zsoyr.jpg
292	chien	160	Irish Wolfhound	Groupe 10	https://i.imgur.com/Okt6IG3.jpg
293	chien	200	Petit Lévrier Italien	Groupe 10	https://i.imgur.com/jQ14Ulo.jpg
294	chien	345	Jack Russell	Groupe 3	https://i.imgur.com/4A5EDmj.jpg
295	chien	334	Jindo Coréen	Groupe 5	https://i.imgur.com/ZRIUust.jpg
296	chien	317	Kai Ken	Groupe 5	https://i.imgur.com/M44jS5K.jpg
297	chien	331	Kangal	Groupe 2	https://i.imgur.com/jaAcXvO.jpg
298	chien	3	Kerry Blue Terrier	Groupe 3	https://i.imgur.com/CdIUJt4.jpg
299	chien	318	Kishu Ken	Groupe 5	https://i.imgur.com/rn0UZdt.jpg
300	chien	53	Komondor	Groupe 1	https://i.imgur.com/nrQwB7F.jpg
301	chien	314	Kooikerhondje	Groupe 8	https://i.imgur.com/eZIrnWz.jpg
302	chien	192	Kromfohrländer	Groupe 9	https://i.imgur.com/JUhoiNP.jpg
303	chien	54	Kuvasz	Groupe 1	https://i.imgur.com/TR6gJ5M.jpg
304	chien	122	Labrador Retriever	Groupe 8	https://i.imgur.com/oc7IHlY.jpg
305	chien	298	Lagotto Romagnolo	Groupe 8	https://i.imgur.com/VO7Dsdh.jpg
